FijiId;FirstPoint;LastPoint;Direction;Type;Class;UTurnAllowed;ZLvlFrom;ZLvlTo;CargoFrame;Exceptions;PartnerIds;BranchSysCode;CountrySysCode;RegionSysCode;DistrictSysCode;CitySysCode;CargoPassZoneSysCode;IsBlockedCar;IsBlockedCarAnyDirection;IsBlockedBicycle;IsBlockedBicycleAnyDirection;IsBlockedPedestrian;IsBlockedPedestrianAnyDirection;IsBlockedCargo;IsBlockedCargoAnyDirection;IsBlockedCargoOnlyAnyDirection;IsBlockedCargoOnly;IsBlockedCargoDoesNotBreakCargoCarcass;CargoMaximumPermissibleMass;IsSidewalk
145162823;4568589.36_2231653.88;4568415.38_2231809.02;2;0;2;True;0;0;False;;;229;164;70030076149053560;70030076486430542;-1;-1;False;False;False;False;False;False;False;False;False;False;False;;False
145162813;4564667.07_2275338.09;4564845.65_2275513.78;1;0;2;True;0;0;False;;;229;164;70030076149053560;70030076486430538;-1;-1;False;False;False;False;False;False;False;False;False;False;False;;False
145162813;4564845.65_2275513.78;4564667.07_2275338.09;2;0;2;True;0;0;False;;;229;164;70030076149053560;70030076486430538;-1;-1;False;False;False;False;False;False;False;False;False;False;False;;False
145162812;4564845.65_2275513.78;4565269.57_2275937.2;1;0;2;True;0;0;False;;;229;164;70030076149053560;70030076486430538;-1;-1;False;False;False;False;False;False;False;False;False;False;False;;False
145162812;4565269.57_2275937.2;4564845.65_2275513.78;2;0;2;True;0;0;False;;;229;164;70030076149053560;70030076486430538;-1;-1;False;False;False;False;False;False;False;False;False;False;False;;False
145162811;4565269.57_2275937.2;4565369.35_2276500.6;1;0;2;True;0;0;False;;;229;164;70030076149053560;70030076486430538;-1;-1;False;False;False;False;False;False;False;False;False;False;False;;False
145162811;4565369.35_2276500.6;4565269.57_2275937.2;2;0;2;True;0;0;False;;;229;164;70030076149053560;70030076486430538;-1;-1;False;False;False;False;False;False;False;False;False;False;False;;False
145162810;4565369.35_2276500.6;4564682.14_2277929.6;1;0;2;True;0;0;False;;;229;164;70030076149053560;70030076486430538;-1;-1;False;False;False;False;False;False;False;False;False;False;False;;False
145162810;4564682.14_2277929.6;4565369.35_2276500.6;2;0;2;True;0;0;False;;;229;164;70030076149053560;70030076486430538;-1;-1;False;False;False;False;False;False;False;False;False;False;False;;False
145162809;4564667.07_2275338.09;4564844.65_2275008.23;1;0;2;True;0;0;False;;;229;164;70030076149053560;70030076486430538;-1;-1;False;False;False;False;False;False;False;False;False;False;False;;False
145162809;4564844.65_2275008.23;4564667.07_2275338.09;2;0;2;True;0;0;False;;;229;164;70030076149053560;70030076486430538;-1;-1;False;False;False;False;False;False;False;False;False;False;False;;False
145162807;4565087.13_2274121.12;4564635.92_2274035.91;1;0;6;True;0;0;False;;;229;164;70030076149053560;70030076486430538;-1;-1;False;False;False;False;False;False;False;False;False;False;False;;False
145162807;4564635.92_2274035.91;4565087.13_2274121.12;2;0;6;True;0;0;False;;;229;164;70030076149053560;70030076486430538;-1;-1;False;False;False;False;False;False;False;False;False;False;False;;False
145162806;4566668.85_2274550.34;4566615.52_2274554.75;1;0;6;True;0;0;False;;;229;164;70030076149053560;70030076486430538;-1;-1;False;False;False;False;False;False;False;False;False;False;False;;False
145162806;4566615.52_2274554.75;4566668.85_2274550.34;2;0;6;True;0;0;False;;;229;164;70030076149053560;70030076486430538;-1;-1;False;False;False;False;False;False;False;False;False;False;False;;False
145162805;4565791.86_2273310.88;4565817.41_2273373;1;0;4;False;0;0;False;;;229;164;70030076149053560;70030076486430538;-1;-1;False;False;False;False;False;False;False;False;False;False;False;;False
145162805;4565817.41_2273373;4565791.86_2273310.88;2;0;4;False;0;0;False;;;229;164;70030076149053560;70030076486430538;-1;-1;False;False;False;False;False;False;False;False;False;False;False;;False
